rosettacode_name,rosettacode_url,matched,master_row_index
Lambdatalk,https://rosettacode.org/wiki/Lambdatalk,False,
Lang,https://rosettacode.org/wiki/Lang,True,310.0
Lang5,https://rosettacode.org/wiki/Lang5,False,
Languages by Feature,https://rosettacode.org/wiki/Languages_by_Feature,False,
Langur,https://rosettacode.org/wiki/Langur,False,
Lasso,https://rosettacode.org/wiki/Lasso,True,5893.0
Latitude,https://rosettacode.org/wiki/Latitude,False,
Lean,https://rosettacode.org/wiki/Lean,True,5932.0
Leon,https://rosettacode.org/wiki/Leon,False,
Lhogho,https://rosettacode.org/wiki/Lhogho,False,
Liberty BASIC,https://rosettacode.org/wiki/Liberty_BASIC,True,5998.0
LibreOffice Basic,https://rosettacode.org/wiki/LibreOffice_Basic,False,
Lily,https://rosettacode.org/wiki/Lily,True,6023.0
Limbo,https://rosettacode.org/wiki/Limbo,True,6025.0
Lingo,https://rosettacode.org/wiki/Lingo,True,6048.0
Lisaac,https://rosettacode.org/wiki/Lisaac,True,6074.0
Lisp,https://rosettacode.org/wiki/Lisp,True,149.0
Little,https://rosettacode.org/wiki/Little,True,6118.0
Little Man Computer,https://rosettacode.org/wiki/Little_Man_Computer,False,
LiveCode,https://rosettacode.org/wiki/LiveCode,True,6124.0
LiveScript,https://rosettacode.org/wiki/LiveScript,True,6127.0
Lobster,https://rosettacode.org/wiki/Lobster,True,6157.0
Locomotive Basic,https://rosettacode.org/wiki/Locomotive_Basic,True,6161.0
Loglan82,https://rosettacode.org/wiki/Loglan82,False,
Logo,https://rosettacode.org/wiki/Logo,True,158.0
Logtalk,https://rosettacode.org/wiki/Logtalk,True,6192.0
Lolli,https://rosettacode.org/wiki/Lolli,False,
Lotus 123 Macro Scripting,https://rosettacode.org/wiki/Lotus_123_Macro_Scripting,False,
LotusScript,https://rosettacode.org/wiki/LotusScript,True,6228.0
Lout,https://rosettacode.org/wiki/Lout,False,
Lua,https://rosettacode.org/wiki/Lua,True,6251.0
Lucid,https://rosettacode.org/wiki/Lucid,True,6262.0
Luck,https://rosettacode.org/wiki/Luck,False,
Luna,https://rosettacode.org/wiki/Luna,True,6273.0
Lush,https://rosettacode.org/wiki/Lush,True,6276.0
Lychen,https://rosettacode.org/wiki/Lychen,False,
Lygon,https://rosettacode.org/wiki/Lygon,True,6283.0
M2000 Interpreter,https://rosettacode.org/wiki/M2000_Interpreter,False,
M4,https://rosettacode.org/wiki/M4,True,6304.0
M680x0,https://rosettacode.org/wiki/M680x0,False,
MACRO-11,https://rosettacode.org/wiki/MACRO-11,True,6323.0
MAD,https://rosettacode.org/wiki/MAD,True,6329.0
MANOOL,https://rosettacode.org/wiki/MANOOL,True,6388.0
MAPPER,https://rosettacode.org/wiki/MAPPER,True,6400.0
MATLAB,https://rosettacode.org/wiki/MATLAB,True,6484.0
MAXScript,https://rosettacode.org/wiki/MAXScript,True,6504.0
MBS,https://rosettacode.org/wiki/MBS,False,
MDL,https://rosettacode.org/wiki/MDL,True,6532.0
ME10 macro,https://rosettacode.org/wiki/ME10_macro,False,
MEL,https://rosettacode.org/wiki/MEL,True,6550.0
MGS,https://rosettacode.org/wiki/MGS,False,
MINIL,https://rosettacode.org/wiki/MINIL,True,6720.0
MIPS Assembly,https://rosettacode.org/wiki/MIPS_Assembly,False,
MIRC Scripting Language,https://rosettacode.org/wiki/MIRC_Scripting_Language,True,6769.0
ML,https://rosettacode.org/wiki/ML,True,2466.0
ML/I,https://rosettacode.org/wiki/ML/I,False,
MLite,https://rosettacode.org/wiki/MLite,True,6797.0
MMIX,https://rosettacode.org/wiki/MMIX,True,6803.0
MOO,https://rosettacode.org/wiki/MOO,True,6874.0
MPIF90,https://rosettacode.org/wiki/MPIF90,False,
MSX Basic,https://rosettacode.org/wiki/MSX_Basic,True,6943.0
MUF,https://rosettacode.org/wiki/MUF,True,6951.0
MUMPS,https://rosettacode.org/wiki/MUMPS,True,674.0
Macsyma,https://rosettacode.org/wiki/Macsyma,True,3068.0
Make,https://rosettacode.org/wiki/Make,True,6361.0
Malbolge,https://rosettacode.org/wiki/Malbolge,True,2435.0
Maple,https://rosettacode.org/wiki/Maple,True,6397.0
MariaDB,https://rosettacode.org/wiki/MariaDB,True,6414.0
Mastermind,https://rosettacode.org/wiki/Mastermind,True,6454.0
MathCortex,https://rosettacode.org/wiki/MathCortex,False,
Mathcad,https://rosettacode.org/wiki/Mathcad,True,6464.0
Mathematica,https://rosettacode.org/wiki/Mathematica,True,6465.0
Mathprog,https://rosettacode.org/wiki/Mathprog,False,
Maude,https://rosettacode.org/wiki/Maude,True,6493.0
Maxima,https://rosettacode.org/wiki/Maxima,True,6502.0
MelonBasic,https://rosettacode.org/wiki/MelonBasic,False,
Mercury,https://rosettacode.org/wiki/Mercury,True,6575.0
Metafont,https://rosettacode.org/wiki/Metafont,True,6604.0
Metapost,https://rosettacode.org/wiki/Metapost,True,6617.0
Mia,https://rosettacode.org/wiki/Mia,False,
Microsoft Small Basic,https://rosettacode.org/wiki/Microsoft_Small_Basic,True,6663.0
Min,https://rosettacode.org/wiki/Min,True,6686.0
MiniScript,https://rosettacode.org/wiki/MiniScript,False,
MiniZinc,https://rosettacode.org/wiki/MiniZinc,True,6744.0
Minimal BASIC,https://rosettacode.org/wiki/Minimal_BASIC,False,
Mirah,https://rosettacode.org/wiki/Mirah,True,6762.0
Miranda,https://rosettacode.org/wiki/Miranda,True,6764.0
Mirelle,https://rosettacode.org/wiki/Mirelle,False,
Mn,https://rosettacode.org/wiki/Mn,True,6809.0
Modula-2,https://rosettacode.org/wiki/Modula-2,True,6835.0
Modula-3,https://rosettacode.org/wiki/Modula-3,True,6837.0
Mojo,https://rosettacode.org/wiki/Mojo,True,0.0
Mond,https://rosettacode.org/wiki/Mond,True,6860.0
Monicelli,https://rosettacode.org/wiki/Monicelli,False,
Monkey,https://rosettacode.org/wiki/Monkey,True,6864.0
Monte,https://rosettacode.org/wiki/Monte,True,6873.0
MontiLang,https://rosettacode.org/wiki/MontiLang,False,
MoonRock,https://rosettacode.org/wiki/MoonRock,True,6878.0
MoonScript,https://rosettacode.org/wiki/MoonScript,True,6879.0
Morfa,https://rosettacode.org/wiki/Morfa,True,6886.0
Mosaic,https://rosettacode.org/wiki/Mosaic,True,6896.0
MySQL,https://rosettacode.org/wiki/MySQL,True,4327.0
Myrddin,https://rosettacode.org/wiki/Myrddin,True,7016.0
MyrtleScript,https://rosettacode.org/wiki/MyrtleScript,False,
Mython,https://rosettacode.org/wiki/Mython,False,
Mythryl,https://rosettacode.org/wiki/Mythryl,True,7025.0
N/t/roff,https://rosettacode.org/wiki/N/t/roff,False,
NASL,https://rosettacode.org/wiki/NASL,True,7061.0
NATURAL,https://rosettacode.org/wiki/NATURAL,True,7067.0
NESL,https://rosettacode.org/wiki/NESL,True,7110.0
NGS,https://rosettacode.org/wiki/NGS,True,7171.0
NLP++,https://rosettacode.org/wiki/NLP++,False,
NOWUT,https://rosettacode.org/wiki/NOWUT,False,
NQP,https://rosettacode.org/wiki/NQP,False,
NS-HUBASIC,https://rosettacode.org/wiki/NS-HUBASIC,False,
NSIS,https://rosettacode.org/wiki/NSIS,True,7332.0
Nanoquery,https://rosettacode.org/wiki/Nanoquery,False,
Nascom BASIC,https://rosettacode.org/wiki/Nascom_BASIC,False,
Neat,https://rosettacode.org/wiki/Neat,True,7085.0
Neko,https://rosettacode.org/wiki/Neko,True,7098.0
Nemerle,https://rosettacode.org/wiki/Nemerle,True,7103.0
NetLogo,https://rosettacode.org/wiki/NetLogo,True,7128.0
NetRexx,https://rosettacode.org/wiki/NetRexx,True,7129.0
Never,https://rosettacode.org/wiki/Never,True,7139.0
NewLISP,https://rosettacode.org/wiki/NewLISP,True,7149.0
NewtonScript,https://rosettacode.org/wiki/NewtonScript,True,7157.0
Nial,https://rosettacode.org/wiki/Nial,True,7177.0
Nice,https://rosettacode.org/wiki/Nice,True,7180.0
Nickle,https://rosettacode.org/wiki/Nickle,True,7182.0
Night,https://rosettacode.org/wiki/Night,True,7183.0
Nim,https://rosettacode.org/wiki/Nim,True,7189.0
Nit,https://rosettacode.org/wiki/Nit,True,7203.0
Niue,https://rosettacode.org/wiki/Niue,False,
Nix,https://rosettacode.org/wiki/Nix,True,7204.0
Nom,https://rosettacode.org/wiki/Nom,False,
Nu,https://rosettacode.org/wiki/Nu,True,7338.0
Nutt,https://rosettacode.org/wiki/Nutt,False,
Nyquist,https://rosettacode.org/wiki/Nyquist,True,7407.0
OASYS,https://rosettacode.org/wiki/OASYS,False,
OASYS Assembler,https://rosettacode.org/wiki/OASYS_Assembler,False,
OCaml,https://rosettacode.org/wiki/OCaml,True,7483.0
OOC,https://rosettacode.org/wiki/OOC,True,7589.0
OOCalc,https://rosettacode.org/wiki/OOCalc,False,
OPL,https://rosettacode.org/wiki/OPL,True,7646.0
Oberon-07,https://rosettacode.org/wiki/Oberon-07,False,
Oberon-2,https://rosettacode.org/wiki/Oberon-2,True,7429.0
Objeck,https://rosettacode.org/wiki/Objeck,False,
Object Pascal,https://rosettacode.org/wiki/Object_Pascal,True,7448.0
Object Pascal Implementations,https://rosettacode.org/wiki/Object_Pascal_Implementations,False,
ObjectIcon,https://rosettacode.org/wiki/ObjectIcon,False,
Objective-C,https://rosettacode.org/wiki/Objective-C,True,7456.0
Occam,https://rosettacode.org/wiki/Occam,True,7484.0
Octave,https://rosettacode.org/wiki/Octave,True,4279.0
Odin,https://rosettacode.org/wiki/Odin,True,7440.0
Oforth,https://rosettacode.org/wiki/Oforth,True,7512.0
Ol,https://rosettacode.org/wiki/Ol,False,
Omega,https://rosettacode.org/wiki/Omega,True,7551.0
OmniMark,https://rosettacode.org/wiki/OmniMark,True,7563.0
Onyx,https://rosettacode.org/wiki/Onyx,True,7587.0
Onyx (wasm),https://rosettacode.org/wiki/Onyx_(wasm),False,
OoRexx,https://rosettacode.org/wiki/OoRexx,False,
Opa,https://rosettacode.org/wiki/Opa,True,7607.0
OpenC++,https://rosettacode.org/wiki/OpenC++,False,
OpenEdge/Progress,https://rosettacode.org/wiki/OpenEdge/Progress,False,
OpenLisp,https://rosettacode.org/wiki/OpenLisp,True,7629.0
Openscad,https://rosettacode.org/wiki/Openscad,True,7634.0
Order,https://rosettacode.org/wiki/Order,True,7671.0
Owl Lisp,https://rosettacode.org/wiki/Owl_Lisp,False,
OxygenBasic,https://rosettacode.org/wiki/OxygenBasic,False,
Oxygene,https://rosettacode.org/wiki/Oxygene,True,7718.0
Oz,https://rosettacode.org/wiki/Oz,True,2639.0
PARI/GP,https://rosettacode.org/wiki/PARI/GP,True,7806.0
PASM,https://rosettacode.org/wiki/PASM,True,7840.0
PDP-11 Assembly,https://rosettacode.org/wiki/PDP-11_Assembly,False,
PHL,https://rosettacode.org/wiki/PHL,True,7946.0
PHP,https://rosettacode.org/wiki/PHP,True,1185.0
PILOT,https://rosettacode.org/wiki/PILOT,True,8001.0
PIR,https://rosettacode.org/wiki/PIR,False,
PL/0,https://rosettacode.org/wiki/PL/0,True,8032.0
PL/B,https://rosettacode.org/wiki/PL/B,True,8072.0
PL/I,https://rosettacode.org/wiki/PL/I,True,8037.0
PL/I-80,https://rosettacode.org/wiki/PL/I-80,False,
PL/M,https://rosettacode.org/wiki/PL/M,True,8041.0
PL/SQL,https://rosettacode.org/wiki/PL/SQL,True,8046.0
PL/pgSQL,https://rosettacode.org/wiki/PL/pgSQL,True,8092.0
PLUS,https://rosettacode.org/wiki/PLUS,True,283.0
PLZ/SYS,https://rosettacode.org/wiki/PLZ/SYS,False,
POV-Ray,https://rosettacode.org/wiki/POV-Ray,True,8227.0
PPL,https://rosettacode.org/wiki/PPL,False,
PROMAL,https://rosettacode.org/wiki/PROMAL,True,8344.0
PSQL,https://rosettacode.org/wiki/PSQL,False,
Palo Alto Tiny BASIC,https://rosettacode.org/wiki/Palo_Alto_Tiny_BASIC,False,
Panda,https://rosettacode.org/wiki/Panda,False,
Panoramic,https://rosettacode.org/wiki/Panoramic,False,
ParaCL,https://rosettacode.org/wiki/ParaCL,False,
Pare,https://rosettacode.org/wiki/Pare,False,
Pascal,https://rosettacode.org/wiki/Pascal,True,2432.0
Pascal-P,https://rosettacode.org/wiki/Pascal-P,False,
PascalABC.NET,https://rosettacode.org/wiki/PascalABC.NET,True,7829.0
Pebble,https://rosettacode.org/wiki/Pebble,True,7888.0
Peloton,https://rosettacode.org/wiki/Peloton,False,
Pentium Assembly,https://rosettacode.org/wiki/Pentium_Assembly,False,
PeopleCode,https://rosettacode.org/wiki/PeopleCode,True,7903.0
PepsiScript,https://rosettacode.org/wiki/PepsiScript,False,
Peri,https://rosettacode.org/wiki/Peri,False,
Perl,https://rosettacode.org/wiki/Perl,True,5409.0
Perl 6,https://rosettacode.org/wiki/Perl_6,True,8623.0
Perl5i,https://rosettacode.org/wiki/Perl5i,False,
Peylang,https://rosettacode.org/wiki/Peylang,False,
Phix,https://rosettacode.org/wiki/Phix,False,
Phixmonti,https://rosettacode.org/wiki/Phixmonti,False,
Picat,https://rosettacode.org/wiki/Picat,True,7965.0
Pico-8,https://rosettacode.org/wiki/Pico-8,False,
PicoLisp,https://rosettacode.org/wiki/PicoLisp,True,7976.0
Pict,https://rosettacode.org/wiki/Pict,True,7977.0
Piet,https://rosettacode.org/wiki/Piet,True,7978.0
Pike,https://rosettacode.org/wiki/Pike,True,7996.0
Pixilang,https://rosettacode.org/wiki/Pixilang,False,
Plain English,https://rosettacode.org/wiki/Plain_English,True,8054.0
PlainTeX,https://rosettacode.org/wiki/PlainTeX,False,
Plan,https://rosettacode.org/wiki/Plan,False,
Pluto,https://rosettacode.org/wiki/Pluto,False,
Pointless,https://rosettacode.org/wiki/Pointless,True,8148.0
Polyglot:PL/I and PL/M,https://rosettacode.org/wiki/Polyglot:PL/I_and_PL/M,False,
Pony,https://rosettacode.org/wiki/Pony,True,8178.0
Pop11,https://rosettacode.org/wiki/Pop11,True,8185.0
Portugol,https://rosettacode.org/wiki/Portugol,True,4073.0
PostScript,https://rosettacode.org/wiki/PostScript,True,8222.0
Potion,https://rosettacode.org/wiki/Potion,True,8226.0
PowerBASIC,https://rosettacode.org/wiki/PowerBASIC,True,8232.0
PowerPC Assembly,https://rosettacode.org/wiki/PowerPC_Assembly,False,
PowerShell,https://rosettacode.org/wiki/PowerShell,True,8240.0
Powerbuilder,https://rosettacode.org/wiki/Powerbuilder,True,8233.0
ProDOS,https://rosettacode.org/wiki/ProDOS,True,743.0
Processing,https://rosettacode.org/wiki/Processing,True,5257.0
Processing Python mode,https://rosettacode.org/wiki/Processing_Python_mode,False,
Processing.R,https://rosettacode.org/wiki/Processing.R,False,
Prog8,https://rosettacode.org/wiki/Prog8,False,
Programming Language,https://rosettacode.org/wiki/Programming_Language,True,8487.0
ProgressBASIC,https://rosettacode.org/wiki/ProgressBASIC,False,
Prolog,https://rosettacode.org/wiki/Prolog,True,758.0
Pure,https://rosettacode.org/wiki/Pure,True,8412.0
Pure Data,https://rosettacode.org/wiki/Pure_Data,True,8414.0
PureBasic,https://rosettacode.org/wiki/PureBasic,True,8416.0
Purity,https://rosettacode.org/wiki/Purity,False,
Pyret,https://rosettacode.org/wiki/Pyret,True,8451.0
Python,https://rosettacode.org/wiki/Python,True,577.0
Q,https://rosettacode.org/wiki/Q,True,3205.0
QB64,https://rosettacode.org/wiki/QB64,True,8495.0
QBasic,https://rosettacode.org/wiki/QBasic,True,8496.0
QL SuperBASIC,https://rosettacode.org/wiki/QL_SuperBASIC,False,
Qi,https://rosettacode.org/wiki/Qi,False,
Qore,https://rosettacode.org/wiki/Qore,True,8517.0
Quackery,https://rosettacode.org/wiki/Quackery,False,
QuakeC,https://rosettacode.org/wiki/QuakeC,True,8530.0
QuickBASIC,https://rosettacode.org/wiki/QuickBASIC,True,8559.0
Quill,https://rosettacode.org/wiki/Quill,False,
Quite BASIC,https://rosettacode.org/wiki/Quite_BASIC,False,
Quorum,https://rosettacode.org/wiki/Quorum,True,8581.0
R,https://rosettacode.org/wiki/R,True,259.0
RASEL,https://rosettacode.org/wiki/RASEL,True,8659.0
RATFOR,https://rosettacode.org/wiki/RATFOR,True,8664.0
REALbasic,https://rosettacode.org/wiki/REALbasic,True,8711.0
REXX,https://rosettacode.org/wiki/REXX,True,7451.0
RISC-V Assembly,https://rosettacode.org/wiki/RISC-V_Assembly,False,
RLSL,https://rosettacode.org/wiki/RLSL,False,
RLaB,https://rosettacode.org/wiki/RLaB,True,8912.0
RPG,https://rosettacode.org/wiki/RPG,True,4906.0
RPGIV,https://rosettacode.org/wiki/RPGIV,False,
RPL,https://rosettacode.org/wiki/RPL,True,8648.0
RPL/2,https://rosettacode.org/wiki/RPL/2,False,
RTL/2,https://rosettacode.org/wiki/RTL/2,True,9021.0
RTSL,https://rosettacode.org/wiki/RTSL,False,
Ra,https://rosettacode.org/wiki/Ra,True,8606.0
Racket,https://rosettacode.org/wiki/Racket,True,8609.0
Raku,https://rosettacode.org/wiki/Raku,True,8623.0
RapidQ,https://rosettacode.org/wiki/RapidQ,True,8649.0
Rapira,https://rosettacode.org/wiki/Rapira,True,8651.0
Rascal,https://rosettacode.org/wiki/Rascal,True,8657.0
Raven,https://rosettacode.org/wiki/Raven,False,
ReScript,https://rosettacode.org/wiki/ReScript,True,8816.0
Reason,https://rosettacode.org/wiki/Reason,True,8281.0
Rebol,https://rosettacode.org/wiki/Rebol,True,8722.0
Red,https://rosettacode.org/wiki/Red,True,8745.0
Reduce,https://rosettacode.org/wiki/Reduce,True,8758.0
Refal,https://rosettacode.org/wiki/Refal,True,8761.0
Relation,https://rosettacode.org/wiki/Relation,True,8793.0
Retro,https://rosettacode.org/wiki/Retro,False,
Rhombus,https://rosettacode.org/wiki/Rhombus,True,8874.0
Rhope,https://rosettacode.org/wiki/Rhope,False,
Rhovas,https://rosettacode.org/wiki/Rhovas,False,
Ring,https://rosettacode.org/wiki/Ring,True,8896.0
Robotic,https://rosettacode.org/wiki/Robotic,True,8933.0
Roc,https://rosettacode.org/wiki/Roc,True,8935.0
Rockstar,https://rosettacode.org/wiki/Rockstar,True,8939.0
Rocq,https://rosettacode.org/wiki/Rocq,True,2530.0
Ruby,https://rosettacode.org/wiki/Ruby,True,6762.0
Rubylog,https://rosettacode.org/wiki/Rubylog,False,
Run BASIC,https://rosettacode.org/wiki/Run_BASIC,True,9044.0
Rust,https://rosettacode.org/wiki/Rust,True,9056.0
S++,https://rosettacode.org/wiki/S++,False,
S-BASIC,https://rosettacode.org/wiki/S-BASIC,True,9151.0
S-lang,https://rosettacode.org/wiki/S-lang,True,9071.0
SAS,https://rosettacode.org/wiki/SAS,True,9125.0
SASL,https://rosettacode.org/wiki/SASL,True,9129.0
SETL,https://rosettacode.org/wiki/SETL,True,9336.0
SIL,https://rosettacode.org/wiki/SIL,True,9441.0
SIMPOL,https://rosettacode.org/wiki/SIMPOL,False,
SMEQL,https://rosettacode.org/wiki/SMEQL,False,
SNOBOL4,https://rosettacode.org/wiki/SNOBOL4,True,9660.0
SNUSP,https://rosettacode.org/wiki/SNUSP,True,9588.0
SPAD,https://rosettacode.org/wiki/SPAD,False,
SPARC Assembly,https://rosettacode.org/wiki/SPARC_Assembly,True,768.0
SPARK,https://rosettacode.org/wiki/SPARK,True,9749.0
SPL,https://rosettacode.org/wiki/SPL,True,9792.0
SPSS,https://rosettacode.org/wiki/SPSS,True,9817.0
SQL,https://rosettacode.org/wiki/SQL,True,8046.0
SQL PL,https://rosettacode.org/wiki/SQL_PL,True,9833.0
SSEM,https://rosettacode.org/wiki/SSEM,False,
SWI-Prolog,https://rosettacode.org/wiki/SWI-Prolog,True,10134.0
Sage,https://rosettacode.org/wiki/Sage,True,577.0
Salmon,https://rosettacode.org/wiki/Salmon,False,
SapbotVM,https://rosettacode.org/wiki/SapbotVM,False,
Sass/SCSS,https://rosettacode.org/wiki/Sass/SCSS,False,
Sather,https://rosettacode.org/wiki/Sather,True,9136.0
Scala,https://rosettacode.org/wiki/Scala,True,9159.0
Scheme,https://rosettacode.org/wiki/Scheme,True,1060.0
Scilab,https://rosettacode.org/wiki/Scilab,True,9189.0
Scratch,https://rosettacode.org/wiki/Scratch,True,3474.0
ScratchScript,https://rosettacode.org/wiki/ScratchScript,False,
Script Basic,https://rosettacode.org/wiki/Script_Basic,True,9219.0
Script3D,https://rosettacode.org/wiki/Script3D,False,
ScriptBasic,https://rosettacode.org/wiki/ScriptBasic,True,9219.0
Sed,https://rosettacode.org/wiki/Sed,True,9255.0
Seed7,https://rosettacode.org/wiki/Seed7,True,9258.0
Self,https://rosettacode.org/wiki/Self,True,2015.0
SenseTalk,https://rosettacode.org/wiki/SenseTalk,True,9306.0
SequenceL,https://rosettacode.org/wiki/SequenceL,True,9315.0
Set lang,https://rosettacode.org/wiki/Set_lang,True,9337.0
Setl4,https://rosettacode.org/wiki/Setl4,False,
Shale,https://rosettacode.org/wiki/Shale,False,
SheerPower 4GL,https://rosettacode.org/wiki/SheerPower_4GL,True,9379.0
Shen,https://rosettacode.org/wiki/Shen,True,9385.0
Shiny,https://rosettacode.org/wiki/Shiny,False,
Sidef,https://rosettacode.org/wiki/Sidef,False,
SimpleCode,https://rosettacode.org/wiki/SimpleCode,False,
SimpleLang,https://rosettacode.org/wiki/SimpleLang,False,
Simula,https://rosettacode.org/wiki/Simula,True,9487.0
Sinclair ZX81 BASIC,https://rosettacode.org/wiki/Sinclair_ZX81_BASIC,False,
Sing,https://rosettacode.org/wiki/Sing,True,9492.0
Sisal,https://rosettacode.org/wiki/Sisal,True,9502.0
Skew,https://rosettacode.org/wiki/Skew,True,9516.0
SkookumScript,https://rosettacode.org/wiki/SkookumScript,True,9527.0
Slate,https://rosettacode.org/wiki/Slate,False,
Slope,https://rosettacode.org/wiki/Slope,True,9575.0
Smalltalk,https://rosettacode.org/wiki/Smalltalk,True,3026.0
Smart BASIC,https://rosettacode.org/wiki/Smart_BASIC,False,
SmileBASIC,https://rosettacode.org/wiki/SmileBASIC,False,
Snobol,https://rosettacode.org/wiki/Snobol,True,9076.0
Soar,https://rosettacode.org/wiki/Soar,True,9677.0
Soda,https://rosettacode.org/wiki/Soda,False,
SoneKing Assembly,https://rosettacode.org/wiki/SoneKing_Assembly,False,
SparForte,https://rosettacode.org/wiki/SparForte,False,
Sparkling,https://rosettacode.org/wiki/Sparkling,False,
Spin,https://rosettacode.org/wiki/Spin,True,8350.0
Squirrel,https://rosettacode.org/wiki/Squirrel,True,9848.0
Standard ML,https://rosettacode.org/wiki/Standard_ML,True,9913.0
Star,https://rosettacode.org/wiki/Star,True,2299.0
Stata,https://rosettacode.org/wiki/Stata,True,9931.0
Stax,https://rosettacode.org/wiki/Stax,True,9942.0
StreamIt,https://rosettacode.org/wiki/StreamIt,True,9983.0
Stringle,https://rosettacode.org/wiki/Stringle,True,9999.0
Suneido,https://rosettacode.org/wiki/Suneido,True,10082.0
SuperCollider,https://rosettacode.org/wiki/SuperCollider,True,10091.0
SuperTalk,https://rosettacode.org/wiki/SuperTalk,True,10099.0
Superbase BASIC,https://rosettacode.org/wiki/Superbase_BASIC,False,
Supernova,https://rosettacode.org/wiki/Supernova,False,
Swahili,https://rosettacode.org/wiki/Swahili,False,
Swift,https://rosettacode.org/wiki/Swift,True,10135.0
Symsyn,https://rosettacode.org/wiki/Symsyn,False,
SystemVerilog,https://rosettacode.org/wiki/SystemVerilog,True,10193.0
TAL,https://rosettacode.org/wiki/TAL,True,10239.0
TAV,https://rosettacode.org/wiki/TAV,False,
TI BASIC,https://rosettacode.org/wiki/TI_BASIC,True,10483.0
TI SR-56,https://rosettacode.org/wiki/TI_SR-56,False,
TI-57,https://rosettacode.org/wiki/TI-57,False,
TI-83 BASIC,https://rosettacode.org/wiki/TI-83_BASIC,False,
TI-83 Hex Assembly,https://rosettacode.org/wiki/TI-83_Hex_Assembly,False,
TI-89 BASIC,https://rosettacode.org/wiki/TI-89_BASIC,True,10482.0
TIScript,https://rosettacode.org/wiki/TIScript,True,10532.0
TMG,https://rosettacode.org/wiki/TMG,True,10553.0
TPP,https://rosettacode.org/wiki/TPP,False,
TRS-80 BASIC,https://rosettacode.org/wiki/TRS-80_BASIC,False,
TSE SAL,https://rosettacode.org/wiki/TSE_SAL,False,
TUSCRIPT,https://rosettacode.org/wiki/TUSCRIPT,True,11061.0
TXR,https://rosettacode.org/wiki/TXR,True,10864.0
TailDot,https://rosettacode.org/wiki/TailDot,True,10234.0
Tailspin,https://rosettacode.org/wiki/Tailspin,False,
Tbas,https://rosettacode.org/wiki/Tbas,False,
Tcl,https://rosettacode.org/wiki/Tcl,True,10285.0
TeLa,https://rosettacode.org/wiki/TeLa,True,10311.0
TechBASIC,https://rosettacode.org/wiki/TechBASIC,False,
Teco,https://rosettacode.org/wiki/Teco,True,10303.0
Tern,https://rosettacode.org/wiki/Tern,True,10346.0
Terra,https://rosettacode.org/wiki/Terra,True,10351.0
Terraform,https://rosettacode.org/wiki/Terraform,True,4591.0
TestML,https://rosettacode.org/wiki/TestML,True,10359.0
Thistle,https://rosettacode.org/wiki/Thistle,False,
Thyrd,https://rosettacode.org/wiki/Thyrd,True,10480.0
Tiny BASIC,https://rosettacode.org/wiki/Tiny_BASIC,True,10525.0
Tobbisk,https://rosettacode.org/wiki/Tobbisk,False,
ToffeeScript,https://rosettacode.org/wiki/ToffeeScript,True,10573.0
Toka,https://rosettacode.org/wiki/Toka,False,
TorqueScript,https://rosettacode.org/wiki/TorqueScript,False,
Tosh,https://rosettacode.org/wiki/Tosh,True,10613.0
TransFORTH,https://rosettacode.org/wiki/TransFORTH,False,
Transact-SQL,https://rosettacode.org/wiki/Transact-SQL,True,10650.0
Transd,https://rosettacode.org/wiki/Transd,False,
Trith,https://rosettacode.org/wiki/Trith,False,
True BASIC,https://rosettacode.org/wiki/True_BASIC,True,10759.0
Turbo-Basic XL,https://rosettacode.org/wiki/Turbo-Basic_XL,True,10803.0
Turing,https://rosettacode.org/wiki/Turing,True,1303.0
TutorialD,https://rosettacode.org/wiki/TutorialD,True,10834.0
Twelf,https://rosettacode.org/wiki/Twelf,True,10840.0
TypeScript,https://rosettacode.org/wiki/TypeScript,True,4249.0
Typed Racket,https://rosettacode.org/wiki/Typed_Racket,False,
UC++,https://rosettacode.org/wiki/UC++,False,
UNIX Shell,https://rosettacode.org/wiki/UNIX_Shell,False,
UScript,https://rosettacode.org/wiki/UScript,True,11061.0
UTFool,https://rosettacode.org/wiki/UTFool,False,
Uiua,https://rosettacode.org/wiki/Uiua,True,10923.0
Ultimate++,https://rosettacode.org/wiki/Ultimate++,False,
Unicon,https://rosettacode.org/wiki/Unicon,True,10979.0
Uniface,https://rosettacode.org/wiki/Uniface,True,10983.0
Unison,https://rosettacode.org/wiki/Unison,True,10997.0
UnixPipes,https://rosettacode.org/wiki/UnixPipes,False,
Unlambda,https://rosettacode.org/wiki/Unlambda,True,11011.0
Ursa,https://rosettacode.org/wiki/Ursa,False,
Ursala,https://rosettacode.org/wiki/Ursala,False,
Ursalang,https://rosettacode.org/wiki/Ursalang,False,
UserRPL,https://rosettacode.org/wiki/UserRPL,False,
Uxntal,https://rosettacode.org/wiki/Uxntal,True,11122.0
V,https://rosettacode.org/wiki/V,True,148.0
V (Vlang),https://rosettacode.org/wiki/V_(Vlang),False,
VAX Assembly,https://rosettacode.org/wiki/VAX_Assembly,False,
VB6,https://rosettacode.org/wiki/VB6,False,
VBA,https://rosettacode.org/wiki/VBA,True,11165.0
VBScript,https://rosettacode.org/wiki/VBScript,True,11168.0
VHDL,https://rosettacode.org/wiki/VHDL,True,11213.0
VRML,https://rosettacode.org/wiki/VRML,True,11292.0
VTL-2,https://rosettacode.org/wiki/VTL-2,False,
